date,iyr_close,eem_close,agg_close,emb_close,bsv_close,iau_close,ifeu_close,ijh_close,slv_close,ijr_close,ivv_close,ivv_close_shft
2016-03-02,73.88,31.82,109.42,107.8,80.11,11.97,34.84,137.48,14.25,53.68,200.07,200.78
2016-03-01,73.32,31.4,109.54,108.06,80.13,11.88,34.56,136.25,14.17,53.21,199.19,200.07
2016-02-29,71.46,30.32,110.09,107.25,80.36,11.99,34.11,133.26,14.2,52.23,194.51,199.19
2016-02-26,71.58,30.06,109.96,107.09,80.31,11.81,34.13,133.95,14.02,52.4,196.15,194.51
2016-02-25,71.8,30.36,110.16,106.91,80.44,11.92,34.25,133.29,14.41,52.16,196.5,196.15
2016-02-24,70.52,30.26,109.88,106.54,80.35,11.86,34.06,131.82,14.52,51.69,194.22,196.5
2016-02-23,70.49,30.33,109.84,106.52,80.35,11.84,34.36,130.94,14.54,51.2,193.34,194.22
2016-02-22,70.66,30.99,109.82,106.54,80.3,11.65,34.72,132.11,14.43,51.51,195.72,193.34
2016-02-19,69.85,30.24,109.79,106.02,80.29,11.86,35.29,130.43,14.64,50.91,192.93,195.72
2016-02-18,69.7,30.38,109.77,106.11,80.36,11.95,34.62,130.48,14.76,50.71,193.05,192.93
2016-02-17,69.04,30.56,109.44,105.79,80.26,11.64,34.8,130.66,14.54,50.8,193.83,193.05
2016-02-16,68.42,29.97,109.5,105.05,80.3,11.57,34.15,128.71,14.51,50.19,190.67,193.83
2016-02-12,67.13,29.32,109.77,104.71,80.33,11.94,33.91,126.02,14.99,49.1,187.55,190.67
2016-02-11,66.27,28.82,110.07,104.3,80.47,12.03,33.65,123.7,14.95,48.28,183.83,187.55
2016-02-10,67.26,29.31,110.0,104.42,80.45,11.54,34.1,125.47,14.55,48.84,186.15,183.83
2016-02-09,66.91,29.19,109.73,104.32,80.4,11.46,33.46,125.12,14.51,48.99,186.24,186.15
2016-02-08,68.01,29.6,109.74,104.66,80.4,11.5,33.76,125.43,14.59,49.23,186.31,186.24
2016-02-05,70.07,30.01,109.32,105.13,80.28,11.33,34.99,127.66,14.34,49.7,188.85,186.31
2016-02-04,71.68,30.36,109.42,105.24,80.32,11.17,35.62,130.45,14.17,50.86,192.53,188.85
2016-02-03,71.6,30.13,109.31,105.11,80.27,11.03,36.24,129.53,13.95,50.6,192.11,192.53
2016-02-02,71.25,29.3,109.32,104.65,80.22,10.91,35.32,128.62,13.62,50.48,191.09,192.11
2016-02-01,72.01,30.28,108.99,104.88,80.04,10.91,35.58,131.41,13.67,51.49,194.6,191.09
2016-01-29,72.0,30.57,109.35,105.82,80.2,10.78,35.94,131.53,13.59,51.67,194.62,194.6
2016-01-28,70.47,29.61,109.03,105.45,80.11,10.75,34.65,127.46,13.57,50.08,190.11,194.62
2016-01-27,70.94,29.15,108.94,104.9,80.05,10.86,34.5,127.38,13.81,49.95,189.08,190.11
2016-01-26,72.06,29.25,108.92,104.4,80.04,10.83,34.85,128.65,13.82,50.66,191.13,189.08
2016-01-25,70.55,28.83,108.78,104.07,79.95,10.71,34.58,125.88,13.58,49.48,188.57,191.13
2016-01-22,71.25,29.33,108.84,104.55,79.96,10.59,34.49,128.47,13.38,50.41,191.49,188.57
2016-01-21,69.33,28.36,108.76,103.58,80.09,10.65,33.36,125.37,13.46,49.36,187.62,191.49
2016-01-20,68.87,28.25,108.91,103.11,80.07,10.64,33.35,125.16,13.48,49.47,186.65,187.62
2016-01-19,70.75,28.88,108.82,103.74,79.98,10.5,34.07,126.04,13.36,49.36,188.84,186.65
2016-01-15,70.54,28.46,108.93,103.36,80.04,10.51,34.06,126.74,13.24,49.91,188.74,188.84
2016-01-14,71.35,29.63,108.8,104.39,79.95,10.39,35.51,128.57,13.19,50.51,192.8,188.74
2016-01-13,71.45,29.25,108.84,104.27,79.98,10.57,34.93,127.08,13.49,49.83,189.79,192.8
2016-01-12,72.55,29.56,108.59,104.68,79.89,10.52,35.74,130.54,13.17,51.23,194.52,189.79
2016-01-11,73.06,29.5,108.35,105.17,79.88,10.57,35.25,130.04,13.22,51.09,193.03,194.52
2016-01-08,72.77,29.51,108.66,105.35,79.89,10.66,35.49,130.47,13.3,51.09,192.83,193.03
2016-01-07,73.64,29.83,108.42,105.44,79.8,10.72,35.63,132.18,13.62,51.95,194.99,192.83
2016-01-06,75.32,30.78,108.43,105.94,79.68,10.57,36.4,135.69,13.36,53.32,199.77,194.99
2016-01-05,75.57,31.38,108.02,105.95,79.59,10.4,36.83,137.62,13.31,53.94,202.42,199.77
2016-01-04,74.35,31.31,107.97,105.67,79.6,10.38,36.6,137.51,13.19,53.77,202.0,202.42
2015-12-31,75.08,32.19,108.01,105.78,79.57,10.23,37.59,139.32,13.19,55.06,204.87,202.0
2015-12-30,75.65,32.29,107.72,105.98,79.52,10.23,37.72,140.8,13.21,55.79,206.97,204.87
2015-12-29,75.99,32.8,107.74,105.76,79.5,10.3,37.78,142.02,13.27,56.35,208.51,206.97
2015-12-28,75.22,32.77,108.01,105.66,79.59,10.32,37.41,140.94,13.29,55.78,206.34,208.51
2015-12-24,75.0,33.0,108.01,105.96,79.6,10.39,37.64,141.15,13.69,56.0,206.83,206.34
2015-12-23,75.94,33.12,108.18,106.46,79.54,10.32,37.27,141.71,13.62,56.09,208.44,206.83
2015-12-22,75.09,32.66,108.2,105.98,79.73,10.35,36.91,139.93,13.59,55.46,205.85,208.44
2015-12-21,74.78,32.4,108.28,105.8,79.74,10.4,36.66,138.57,13.59,54.93,203.96,205.85
2015-12-18,74.4,32.65,108.38,105.99,79.71,10.29,37.17,137.57,13.43,54.49,202.22,203.96
2015-12-17,75.36,32.76,108.15,106.23,79.61,10.15,37.69,139.56,13.08,55.4,206.08,202.22
2015-12-16,75.73,33.19,108.0,106.14,79.59,10.37,38.22,141.25,13.49,56.03,209.17,206.08
2015-12-15,74.27,32.55,108.19,106.06,79.7,10.24,37.23,139.8,13.11,55.27,206.19,209.17
2015-12-14,73.46,32.06,108.18,105.71,79.82,10.27,37.22,138.38,13.06,54.51,204.18,206.19
2015-12-11,73.23,31.55,108.69,105.29,79.96,10.39,37.14,139.18,13.3,54.82,202.89,204.18
2015-12-10,73.57,32.46,108.42,106.93,79.79,10.35,37.68,141.19,13.45,55.86,207.01,202.89
2015-12-09,73.99,32.68,108.44,107.09,79.83,10.35,37.82,140.87,13.49,55.72,206.49,207.01
2015-12-08,74.45,32.95,108.44,106.91,79.82,10.37,38.08,142.62,13.51,56.38,208.13,206.49
2015-12-07,74.63,33.32,108.4,107.08,79.86,10.35,38.48,143.51,13.62,56.76,209.5,208.13
2015-12-04,74.83,33.88,108.24,107.34,79.8,10.5,38.24,145.04,13.87,57.62,210.8,209.5
2015-12-03,73.6,33.65,107.89,107.18,79.8,10.26,37.88,143.25,13.46,57.04,206.76,210.8
2015-12-02,74.7,33.84,108.69,107.93,79.88,10.15,38.17,145.68,13.37,57.95,209.74,206.76
2015-12-01,76.14,34.25,108.82,108.28,79.95,10.31,38.77,147.34,13.51,58.48,211.93,209.74
2015-11-30,75.21,33.99,108.81,108.39,79.92,10.28,38.0,146.16,13.44,58.05,209.87,211.93
2015-11-27,75.69,33.94,108.77,108.68,79.95,10.22,38.05,146.9,13.46,58.3,210.71,209.87
2015-11-25,75.09,34.7,108.8,108.67,79.95,10.33,37.81,146.47,13.52,58.14,210.53,210.71
2015-11-24,74.84,34.97,108.75,108.77,79.97,10.39,37.58,145.98,13.51,57.75,210.52,210.53
2015-11-23,75.21,34.79,108.65,108.88,79.91,10.31,37.96,145.0,13.45,57.36,210.22,210.52
2015-11-20,75.08,35.12,108.62,108.99,79.92,10.4,38.35,144.75,13.5,57.16,210.62,210.22
2015-11-19,74.32,34.77,108.69,108.65,79.92,10.45,38.83,144.02,13.62,56.72,209.67,210.62
2015-11-18,74.11,34.46,108.64,108.45,79.92,10.32,38.13,144.21,13.52,56.87,209.87,209.67
2015-11-17,73.33,34.09,108.72,108.19,79.96,10.33,37.95,141.8,13.55,56.04,206.55,209.87
2015-11-16,73.29,34.19,108.64,107.94,79.96,10.46,37.81,142.25,13.6,56.18,206.82,206.55
2015-11-13,72.44,33.54,108.55,107.88,79.92,10.45,37.27,140.5,13.59,55.56,203.67,206.82
2015-11-12,73.21,34.01,108.34,108.04,79.82,10.47,37.25,141.73,13.64,55.93,205.97,203.67
2015-11-11,73.74,34.34,108.24,107.84,79.85,10.48,37.64,144.85,13.64,56.96,208.91,205.97
2015-11-10,73.65,34.27,108.38,107.81,79.87,10.5,37.61,145.71,13.76,57.46,209.72,208.91
2015-11-09,72.98,34.42,108.18,107.67,79.77,10.53,37.99,144.89,13.89,57.33,209.21,209.72
2015-11-06,73.98,35.3,108.25,108.19,79.78,10.5,38.52,146.2,14.08,58.18,211.24,209.21
2015-11-05,76.16,35.8,108.77,108.85,79.93,10.65,39.5,146.38,14.3,57.87,211.32,211.24
2015-11-04,75.94,35.74,108.82,108.72,79.9,10.68,39.01,146.31,14.38,57.76,211.58,211.32
2015-11-03,76.31,36.03,108.82,108.74,80.04,10.78,40.25,146.52,14.58,57.89,212.13,211.58
2015-11-02,77.03,35.56,109.02,108.14,80.05,10.95,40.58,146.39,14.72,57.6,211.6,212.13
2015-10-30,75.36,34.87,109.45,108.5,80.24,11.02,40.42,144.21,14.8,56.53,209.05,211.6
2015-10-29,75.91,34.81,109.16,108.72,80.2,11.06,40.01,144.46,14.88,56.79,210.0,209.05
2015-10-28,75.99,35.14,109.63,108.56,80.31,11.18,40.41,145.2,15.26,57.31,210.11,210.0
2015-10-27,75.7,35.55,109.96,109.01,80.43,11.27,40.22,142.28,15.13,55.81,207.78,210.11
2015-10-26,75.89,35.96,109.8,109.31,80.39,11.24,40.51,143.43,15.11,56.44,208.18,207.78
2015-10-23,75.9,36.29,109.75,109.25,80.4,11.25,40.27,143.81,15.12,56.7,208.66,208.18
2015-10-22,76.6,36.08,109.94,109.03,80.48,11.27,40.47,143.07,15.11,56.14,206.34,208.66
2015-10-21,75.77,35.35,109.92,108.57,80.42,11.27,39.62,142.04,14.99,55.63,203.0,206.34
2015-10-20,76.04,35.87,109.66,108.95,80.36,11.38,39.68,143.59,15.19,56.5,204.19,203.0
2015-10-19,75.95,35.88,109.88,109.55,80.51,11.29,39.46,143.6,15.11,56.4,204.49,204.19
2015-10-16,75.06,36.25,109.77,109.54,80.47,11.35,39.41,143.18,15.28,56.26,204.33,204.49
2015-10-15,74.46,36.22,109.88,108.95,80.51,11.43,39.67,143.15,15.39,56.26,203.43,204.33
2015-10-14,73.62,35.36,110.03,108.41,80.59,11.48,39.32,141.49,15.42,55.21,200.36,203.43
2015-10-13,74.1,35.09,109.62,107.92,80.45,11.28,39.07,142.52,15.16,55.8,201.37,200.36
2015-10-12,74.65,35.67,109.61,108.68,80.42,11.23,38.99,143.89,15.13,56.53,202.68,201.37
2015-10-09,74.25,35.94,109.33,108.54,80.36,11.18,39.15,143.99,15.12,56.46,202.5,202.68
2015-10-08,74.33,35.81,109.42,108.09,80.38,11.01,39.27,143.69,14.99,56.38,202.35,202.5
2015-10-07,73.72,35.43,109.57,108.04,80.37,11.06,38.7,142.21,15.29,55.77,200.51,202.35
2015-10-06,73.01,34.51,109.65,107.7,80.42,11.08,39.36,140.44,15.07,54.86,198.87,200.51
2015-10-05,73.19,34.57,109.38,107.36,80.4,10.96,39.05,140.95,14.89,55.12,199.62,198.87
2015-10-02,71.9,33.84,109.79,106.83,80.49,11.0,38.5,138.27,14.55,53.68,196.07,199.62
2015-10-01,71.28,32.96,109.46,105.63,80.3,10.76,37.79,136.31,13.9,53.08,193.24,196.07
2015-09-30,70.95,32.78,109.58,106.4,80.39,10.78,38.36,136.61,13.87,53.29,192.71,193.24
2015-09-29,70.25,31.86,109.54,105.64,80.36,10.9,37.99,134.84,13.97,52.63,189.04,192.71
2015-09-28,69.76,31.71,109.37,105.88,80.29,10.94,37.66,134.97,13.94,52.87,189.01,189.04
2015-09-25,71.04,32.4,109.11,106.8,80.23,11.08,38.9,138.46,14.4,54.33,193.85,189.01
2015-09-24,71.35,32.47,109.3,107.05,80.27,11.13,38.04,139.23,14.43,54.56,195.06,193.85
2015-09-23,72.01,32.61,109.16,107.41,80.28,10.91,37.74,139.88,14.12,54.62,195.76,195.06
2015-09-22,71.68,33.14,109.25,107.63,80.28,10.88,37.8,140.23,14.14,54.68,196.09,195.76
2015-09-21,72.64,33.77,108.99,108.5,80.2,10.94,38.2,142.14,14.49,55.44,198.59,196.09
2015-09-18,72.01,33.83,109.28,109.11,80.33,11.01,38.06,141.39,14.47,55.22,197.55,198.59
2015-09-17,72.25,34.47,109.19,108.83,80.22,10.94,38.33,143.74,14.42,56.15,200.9,197.55
2015-09-16,71.55,34.55,108.51,108.2,80.01,10.81,37.93,143.9,14.22,56.11,201.41,200.9
2015-09-15,70.64,33.73,108.6,107.76,79.96,10.67,37.27,142.55,13.77,55.53,199.62,201.41
2015-09-14,70.05,33.41,109.09,107.89,80.15,10.72,37.73,140.95,13.79,54.92,197.15,199.62
2015-09-11,70.09,33.46,109.06,107.82,80.18,10.71,38.15,141.56,13.95,55.13,197.92,197.15
2015-09-10,68.96,33.33,108.93,107.8,80.11,10.72,38.19,140.75,13.99,54.93,196.96,197.92
2015-09-09,68.88,32.99,109.05,107.96,80.13,10.7,37.91,140.47,13.93,54.9,195.91,196.96
2015-09-08,69.73,33.16,109.01,107.6,80.11,10.84,37.88,142.02,14.12,55.42,198.67,195.91
2015-09-04,68.69,32.14,109.27,107.64,80.18,10.83,37.18,138.66,13.92,54.29,193.66,198.67
2015-09-03,70.02,33.13,109.04,107.72,80.13,10.88,37.94,140.34,14.02,54.75,196.71,193.66
2015-09-02,69.88,33.0,108.88,107.16,80.13,10.95,37.73,139.67,14.02,54.66,196.54,196.71
2015-09-01,69.14,32.53,109.02,107.63,80.11,11.02,37.1,137.6,13.94,53.91,192.73,196.54
2015-08-31,70.48,33.84,108.92,108.01,80.07,10.98,38.09,141.61,13.99,55.42,198.75,192.73
2015-08-28,71.91,33.78,109.0,107.95,80.1,10.95,37.87,142.61,13.92,55.46,200.48,198.75
2015-08-27,71.99,34.22,109.1,107.88,80.2,10.85,38.61,142.04,13.8,55.05,200.49,200.48
2015-08-26,70.57,32.77,108.95,106.34,80.2,10.87,38.38,138.65,13.56,54.17,195.68,200.49
2015-08-25,68.85,31.72,109.46,106.36,80.29,11.02,37.15,134.97,13.99,52.85,188.28,195.68
2015-08-24,70.63,31.32,109.72,105.54,80.3,11.14,37.04,136.91,14.13,53.45,190.52,188.28
2015-08-21,74.09,32.75,109.76,107.09,80.29,11.2,38.5,142.21,14.61,55.61,198.81,190.52
2015-08-20,75.57,33.79,109.57,107.55,80.19,11.14,39.55,145.61,14.78,56.34,205.12,198.81
2015-08-19,76.16,34.33,109.4,107.94,80.2,10.94,40.19,148.96,14.57,57.56,209.57,205.12
2015-08-18,76.58,34.76,109.06,108.23,80.04,10.8,40.07,150.58,14.22,58.13,211.27,209.57
2015-08-17,76.52,35.14,109.26,108.62,80.08,10.79,40.42,151.34,14.63,58.47,211.87,211.27
2015-08-14,75.95,35.53,109.07,108.55,79.99,10.78,40.22,149.99,14.55,58.04,210.63,211.87
2015-08-13,75.52,35.48,109.12,108.49,80.07,10.77,39.93,149.02,14.71,57.53,209.91,210.63
2015-08-12,75.37,35.54,109.35,108.58,80.15,10.86,39.64,149.04,14.82,57.62,210.12,209.91
2015-08-11,75.26,36.1,109.42,108.52,80.15,10.72,39.3,149.39,14.64,57.81,209.92,210.12
2015-08-10,74.76,36.91,109.06,108.49,80.02,10.66,39.94,150.88,14.54,58.21,211.83,209.92
2015-08-07,74.75,36.3,109.2,108.47,80.03,10.56,39.33,148.63,14.11,57.58,209.18,211.83
2015-08-06,74.49,36.32,109.01,108.42,80.01,10.52,39.16,148.86,13.99,57.87,209.69,209.18
2015-08-05,74.49,36.64,108.88,108.81,79.96,10.48,39.03,150.28,13.95,58.37,211.39,209.69
2015-08-04,74.81,36.63,109.08,108.92,80.03,10.52,39.09,149.47,13.92,58.13,210.6,211.39
2015-08-03,75.2,36.5,109.4,108.76,80.21,10.49,38.87,149.55,13.87,58.14,211.04,210.6
2015-07-31,74.83,37.12,109.5,109.66,80.22,10.58,38.66,150.01,14.08,58.45,211.76,211.04
2015-07-30,74.35,36.72,109.07,109.65,80.12,10.51,38.42,149.83,14.09,58.16,212.06,211.76
2015-07-29,74.63,37.09,109.06,109.3,80.11,10.6,38.63,149.48,14.15,57.92,211.99,212.06
2015-07-28,74.25,36.73,109.15,108.74,80.17,10.58,38.4,147.8,14.02,57.61,210.58,211.99
2015-07-27,74.11,36.36,109.26,108.55,80.19,10.58,37.98,146.3,13.92,57.18,207.99,210.58
2015-07-24,73.95,37.06,109.12,108.98,80.11,10.62,38.23,147.38,14.02,57.54,209.25,207.99
2015-07-23,73.93,37.6,109.14,109.38,80.07,10.52,38.31,148.72,14.0,58.3,211.47,209.25
2015-07-22,74.46,37.97,108.83,109.67,80.01,10.56,38.65,149.69,14.14,59.03,212.62,211.47
2015-07-21,74.25,38.52,108.78,109.6,80.04,10.62,38.79,149.34,14.14,58.88,213.03,212.62
2015-07-20,74.52,38.51,108.6,109.53,80.02,10.65,38.9,150.41,14.05,59.04,213.86,213.03
2015-07-17,74.39,38.76,108.79,109.68,80.09,10.95,39.1,150.42,14.23,59.34,213.78,213.86
2015-07-16,74.68,38.81,108.78,109.64,80.13,11.06,38.98,151.64,14.35,59.69,213.55,213.78
2015-07-15,74.15,38.33,108.69,109.35,80.15,11.1,38.44,151.08,14.43,59.3,211.89,213.55
2015-07-14,74.08,38.77,108.4,109.35,80.09,11.17,38.52,151.94,14.69,59.71,211.97,211.89
2015-07-13,73.88,38.7,108.22,109.71,80.01,11.2,38.38,151.33,14.81,59.45,211.09,211.97
2015-07-10,73.77,38.44,108.38,109.88,80.09,11.24,38.07,149.98,14.88,58.98,208.79,211.09
2015-07-09,73.26,37.49,108.84,109.47,80.23,11.23,36.91,148.44,14.76,58.19,206.16,208.79
2015-07-08,73.61,36.78,109.24,109.22,80.3,11.21,36.1,148.34,14.46,58.06,205.79,206.16
2015-07-07,74.0,38.09,108.98,109.43,80.18,11.18,36.6,150.45,14.43,58.83,209.32,205.79
2015-07-06,72.88,38.67,108.83,109.51,80.17,11.3,36.39,149.75,14.99,58.75,208.04,209.32
2015-07-02,72.55,39.78,108.44,109.97,80.09,11.27,37.14,150.21,14.95,58.84,208.59,208.04
2015-07-01,72.39,39.59,108.29,109.9,79.95,11.3,37.06,150.44,14.9,59.23,208.84,208.59
2015-06-30,71.3,39.62,108.78,109.92,80.19,11.34,36.61,149.98,15.03,58.94,207.22,208.84
2015-06-29,71.33,39.04,108.85,109.64,80.2,11.39,37.0,149.65,15.03,58.85,206.73,207.22
2015-06-26,72.49,39.93,108.21,109.93,79.98,11.35,37.93,152.85,15.11,60.24,211.17,206.73
2015-06-25,72.14,40.31,108.47,110.28,80.03,11.33,37.71,152.56,15.17,60.33,211.11,211.17
2015-06-24,72.83,40.75,108.59,110.43,80.07,11.35,37.63,153.02,15.19,60.41,211.78,211.11
2015-06-23,73.9,41.04,108.42,110.33,80.06,11.39,38.39,154.96,15.14,61.0,214.47,211.78
2015-06-22,74.26,40.64,108.67,110.37,80.07,11.45,38.33,154.83,15.49,60.84,214.37,214.47
2015-06-19,75.0,40.06,109.21,110.21,80.18,11.6,37.73,153.94,15.42,60.5,212.85,214.37
2015-06-18,75.49,40.41,108.87,109.93,80.14,11.62,38.05,154.44,15.46,60.49,214.12,212.85
2015-06-17,74.46,40.04,108.9,109.37,80.1,11.47,37.73,153.14,15.45,59.8,211.99,214.12
2015-06-16,74.0,39.8,108.89,108.89,80.05,11.42,38.13,153.27,15.32,59.96,211.7,211.99
2015-06-15,73.38,39.79,108.71,108.91,80.0,11.46,38.03,152.23,15.4,59.52,210.53,211.7
2015-06-12,73.76,40.24,108.58,109.45,79.97,11.41,38.29,153.13,15.25,59.67,211.41,210.53
2015-06-11,73.9,40.24,108.71,109.3,80.0,11.43,38.9,153.8,15.33,59.78,213.03,211.41
2015-06-10,73.32,40.44,108.13,109.01,79.92,11.47,38.12,152.92,15.32,59.73,212.31,213.03
2015-06-09,72.8,39.86,108.4,109.4,79.97,11.37,37.62,151.26,15.29,58.9,209.82,212.31
2015-06-08,73.34,40.1,108.71,109.81,80.01,11.35,37.35,151.59,15.32,59.05,209.89,209.82
2015-06-05,73.48,40.11,108.55,110.08,79.97,11.32,37.48,152.56,15.39,59.32,211.19,209.89
2015-06-04,74.38,40.29,109.03,110.67,80.11,11.38,38.2,152.14,15.48,58.95,211.66,211.19
2015-06-03,74.45,40.91,108.8,110.79,80.07,11.46,38.19,153.49,15.83,59.5,213.38,211.66
2015-06-02,75.36,41.12,109.23,111.18,80.16,11.54,38.39,152.7,16.07,58.89,212.78,213.38
2015-06-01,75.98,40.96,109.66,111.33,80.21,11.5,38.53,152.57,16.0,58.73,212.95,212.78
2015-05-29,75.25,41.12,110.17,112.37,80.38,11.51,38.59,152.32,15.99,58.5,212.58,212.95
2015-05-28,76.07,41.52,110.13,112.04,80.36,11.49,38.87,153.32,15.97,58.97,213.88,212.58
2015-05-27,76.12,42.07,110.17,112.35,80.32,11.48,39.03,153.64,15.96,58.94,214.16,213.88
2015-05-26,75.55,42.06,110.06,112.55,80.3,11.48,38.6,152.27,16.02,58.27,212.13,214.16
2015-05-22,76.01,42.74,109.79,112.86,80.27,11.65,39.24,153.97,16.34,58.96,214.46,212.13
2015-05-21,75.99,42.6,109.91,112.71,80.31,11.66,39.84,154.11,16.39,59.24,214.91,214.46
2015-05-20,76.34,42.75,109.57,112.11,80.27,11.7,40.2,153.94,16.37,59.27,214.29,214.91
2015-05-19,76.5,42.78,109.4,112.01,80.2,11.68,40.74,153.93,16.38,59.23,214.5,214.29
2015-05-18,76.6,42.71,109.78,112.56,80.34,11.84,40.38,154.12,16.89,59.26,214.54,214.5
2015-05-15,76.83,43.15,110.2,112.85,80.42,11.84,40.86,152.91,16.75,58.7,213.91,214.54
2015-05-14,76.2,42.82,109.74,112.29,80.34,11.81,40.28,152.99,16.65,58.78,213.69,213.91
2015-05-13,74.84,42.4,109.57,111.92,80.26,11.74,39.81,151.45,16.35,58.12,211.43,213.69
2015-05-12,75.47,42.32,109.58,111.8,80.21,11.54,39.08,151.16,15.81,58.15,211.35,211.43
2015-05-11,75.25,42.46,109.59,112.4,80.22,11.44,39.26,151.51,15.57,58.31,212.0,211.35
2015-05-08,76.36,42.87,110.29,112.92,80.34,11.5,39.48,151.61,15.76,58.27,213.03,212.0
2015-05-07,75.21,42.33,109.93,112.3,80.22,11.44,37.97,150.23,15.6,57.91,210.29,213.03
2015-05-06,74.23,42.39,109.66,112.47,80.17,11.53,38.22,149.73,15.77,57.66,209.47,210.29
2015-05-05,74.43,42.92,110.03,112.5,80.24,11.53,38.67,149.72,15.81,57.54,210.34,209.47
2015-05-04,76.1,43.39,110.13,112.67,80.22,11.49,39.4,151.53,15.7,58.15,212.8,210.34
2015-05-01,75.9,43.14,110.34,112.83,80.21,11.39,39.37,150.96,15.47,58.0,212.12,212.8
2015-04-30,75.5,42.88,110.86,113.12,80.37,11.44,39.26,149.82,15.43,57.66,209.85,212.12
2015-04-29,76.39,43.54,110.86,113.44,80.43,11.64,39.43,151.54,15.81,58.76,211.99,209.85
2015-04-28,77.92,44.09,111.11,114.16,80.45,11.73,39.61,152.42,15.87,59.41,212.82,211.99
2015-04-27,77.94,44.02,111.54,114.24,80.51,11.63,39.6,151.83,15.66,59.02,212.24,212.82
2015-04-24,78.15,43.85,111.5,114.11,80.53,11.4,39.34,153.07,15.06,59.46,213.08,212.24
2015-04-23,78.02,43.69,111.31,113.87,80.48,11.56,39.21,153.71,15.21,59.58,212.61,213.08
2015-04-22,77.88,43.37,111.14,113.61,80.41,11.48,39.22,152.98,15.11,59.21,212.08,212.61
2015-04-21,77.65,42.91,111.47,113.2,80.52,11.63,39.39,152.52,15.32,59.1,211.06,212.08
2015-04-20,77.59,42.66,111.59,113.1,80.52,11.56,39.28,152.49,15.29,59.26,211.28,211.06
2015-04-17,77.49,42.7,111.67,113.37,80.56,11.64,39.15,151.22,15.56,58.6,209.36,211.28
2015-04-16,77.9,43.46,111.58,113.52,80.57,11.6,39.46,153.01,15.57,59.54,211.81,209.36
2015-04-15,77.58,43.12,111.64,113.77,80.55,11.63,39.43,153.45,15.63,59.7,211.91,211.81
2015-04-14,78.04,42.82,111.49,113.59,80.48,11.53,39.52,152.72,15.51,59.28,210.83,211.91
2015-04-13,77.88,42.63,111.37,113.46,80.46,11.61,38.87,152.58,15.6,59.28,210.46,210.83
2015-04-10,78.1,42.88,111.25,113.62,80.41,11.68,39.36,153.09,15.77,59.29,211.43,210.46
2015-04-09,78.15,42.85,111.25,113.61,80.41,11.56,39.35,152.8,15.51,59.02,210.33,211.43
2015-04-08,79.55,42.43,111.53,113.58,80.49,11.64,39.54,152.81,15.81,59.27,209.41,210.33
2015-04-07,79.33,41.56,111.52,113.05,80.55,11.7,39.11,152.0,16.15,58.88,208.66,209.41
2015-04-06,80.64,41.77,111.5,113.26,80.61,11.76,39.52,153.38,16.27,59.3,209.28,208.66
2015-04-02,79.84,41.24,111.43,112.85,80.48,11.62,39.08,152.0,16.02,59.12,207.76,209.28
2015-04-01,79.31,40.63,111.58,112.29,80.46,11.65,38.79,151.47,16.23,58.94,207.18,207.76
2015-03-31,79.32,40.13,111.43,112.12,80.52,11.45,38.51,151.98,15.93,59.02,207.83,207.18
2015-03-30,79.9,40.22,111.24,112.17,80.44,11.46,39.06,152.48,15.98,59.25,209.62,207.83
2015-03-27,79.01,39.46,111.19,111.91,80.41,11.6,39.23,150.42,16.22,58.54,207.1,209.62
2015-03-26,78.74,39.35,111.03,111.72,80.35,11.65,39.01,149.72,16.3,58.24,206.68,207.1
2015-03-25,79.19,39.72,111.43,112.33,80.38,11.56,39.58,150.09,16.24,58.43,207.19,206.68
2015-03-24,81.18,40.36,111.64,112.05,80.41,11.55,40.03,153.04,16.28,59.87,211.17,207.19
2015-03-23,81.84,40.2,111.34,111.99,80.41,11.51,39.89,153.77,16.3,59.84,212.5,211.17
2015-03-20,81.96,40.08,111.32,111.69,80.4,11.44,39.8,153.69,16.0,59.75,212.85,212.5
2015-03-19,80.02,39.49,110.98,110.49,80.25,11.31,38.79,152.22,15.44,59.13,210.99,212.85
2015-03-18,80.14,40.17,111.37,110.99,80.4,11.32,39.06,152.63,15.36,59.02,211.9,210.99
2015-03-17,78.59,39.21,110.56,109.55,80.09,11.1,38.13,151.12,14.9,58.48,209.43,211.9
2015-03-16,78.66,38.76,110.58,109.4,80.11,11.17,38.19,150.8,14.99,58.36,210.14,209.43
2015-03-13,77.81,38.3,110.34,109.72,80.13,11.17,37.65,149.07,14.9,58.16,207.27,210.14
2015-03-12,78.1,38.77,110.55,110.53,80.14,11.15,37.54,149.98,14.92,58.36,208.55,207.27
2015-03-11,76.83,38.53,110.46,110.4,80.06,11.16,37.41,148.34,14.84,57.37,205.98,208.55
2015-03-10,76.72,38.24,110.24,110.21,80.04,11.22,37.67,147.26,15.02,57.0,206.42,205.98
2015-03-09,77.1,39.11,109.98,110.64,79.98,11.28,38.53,149.15,15.1,57.68,209.85,206.42
2015-03-06,76.42,39.26,109.7,110.72,79.91,11.28,38.75,148.59,15.19,57.3,208.98,209.85
2015-03-05,78.82,39.87,110.42,111.47,80.1,11.6,40.01,150.36,15.53,58.1,211.93,208.98
2015-03-04,78.56,39.93,110.37,111.48,80.02,11.6,40.15,150.23,15.49,58.03,211.71,211.93
2015-03-03,79.22,40.37,110.31,111.92,79.98,11.64,40.72,150.86,15.58,58.39,212.6,211.71
