date,iyr_close,eem_close,agg_close,emb_close,bsv_close,iau_close,ifeu_close,ijh_close,slv_close,ijr_close,ivv_close,ivv_close_shft
2017-12-01,82.12,45.84,109.16,115.42,79.25,12.3,39.62,189.34,15.53,77.02,266.26,265.98
2017-11-30,81.97,46.1,109.08,115.49,79.36,12.25,39.71,189.78,15.51,77.48,266.89,266.26
2017-11-29,81.88,46.61,109.26,115.61,79.43,12.35,39.39,188.66,15.64,77.5,264.48,266.89
2017-11-28,81.98,47.36,109.53,116.03,79.46,12.43,39.61,187.85,15.91,77.03,264.65,264.48
2017-11-27,82.16,47.01,109.53,115.87,79.47,12.44,39.68,185.31,16.1,75.74,262.01,264.65
2017-11-24,82.5,47.71,109.53,115.82,79.45,12.38,39.64,185.62,16.08,76.11,262.09,262.01
2017-11-22,82.33,47.81,109.55,115.86,79.46,12.42,39.21,185.54,16.17,76.06,261.54,262.09
2017-11-21,82.56,47.69,109.36,115.37,79.37,12.3,39.2,185.65,16.01,76.22,261.73,261.54
2017-11-20,81.97,47.06,109.25,115.21,79.39,12.28,38.98,184.47,15.98,75.2,260.04,261.73
2017-11-17,82.14,46.82,109.31,115.24,79.43,12.43,39.23,183.81,16.31,74.63,259.63,260.04
2017-11-16,82.52,46.59,109.19,115.03,79.43,12.29,39.42,183.31,16.12,74.31,260.34,259.63
2017-11-14,82.68,45.88,109.1,114.49,79.44,12.31,38.95,182.37,16.08,73.46,259.58,260.34
2017-11-13,82.81,46.19,108.99,114.58,79.41,12.28,38.63,182.59,16.09,73.48,260.1,259.58
2017-11-10,82.51,46.29,108.99,114.45,79.45,12.26,38.71,182.18,15.95,73.35,259.81,260.1
2017-11-09,82.46,46.49,109.43,114.36,79.5,12.35,38.66,182.21,16.07,73.29,259.99,259.81
2017-11-08,82.49,46.78,109.51,114.6,79.48,12.31,38.89,183.16,16.06,73.63,260.94,259.99
2017-11-07,81.94,46.56,109.58,114.65,79.53,12.26,38.63,182.67,16.01,73.3,260.49,260.94
2017-11-06,81.36,46.86,109.55,115.26,79.54,12.31,38.73,183.83,16.27,74.1,260.62,260.49
2017-11-03,80.43,46.34,109.45,115.42,79.53,12.21,38.64,183.15,15.92,73.94,260.18,260.62
2017-11-02,80.48,46.58,109.35,116.15,79.55,12.27,38.56,182.61,16.17,74.42,259.37,260.18
2017-11-01,79.98,46.52,109.29,115.83,79.55,12.25,38.56,182.53,16.18,74.33,259.23,259.37
2017-10-31,79.92,46.28,109.47,116.25,79.69,12.21,38.67,182.96,15.79,74.86,258.81,259.23
2017-10-30,79.77,45.85,109.54,116.14,79.72,12.26,38.39,182.04,15.91,74.12,258.52,258.81
2017-10-27,79.6,46.14,109.24,115.8,79.65,12.23,37.94,183.35,15.91,75.18,259.41,258.52
2017-10-26,79.24,45.48,109.0,115.25,79.6,12.18,37.98,182.47,15.85,74.78,257.35,259.41
2017-10-25,79.73,45.79,109.12,115.59,79.62,12.29,37.98,181.57,16.01,74.43,257.04,257.35
2017-10-24,80.04,45.89,109.19,115.79,79.66,12.27,38.15,182.68,16.02,74.82,258.25,257.04
2017-10-23,80.44,45.89,109.42,115.94,79.68,12.33,38.17,182.01,16.14,74.61,257.86,258.25
2017-10-20,80.82,46.26,109.3,116.04,79.65,12.3,38.6,182.96,16.08,74.98,258.85,257.86
2017-10-19,81.08,46.09,109.62,116.42,79.71,12.39,39.06,181.88,16.27,74.62,257.53,258.85
2017-10-18,81.14,46.5,109.54,116.29,79.68,12.31,39.16,181.69,16.06,74.78,257.43,257.53
2017-10-17,81.23,46.39,109.71,116.27,79.72,12.36,38.8,181.08,16.09,74.29,257.21,257.43
2017-10-16,81.16,46.63,109.75,116.21,79.74,12.45,39.05,181.39,16.25,74.47,257.05,257.21
2017-10-13,81.57,46.66,109.86,116.42,79.78,12.54,38.98,181.38,16.41,74.59,256.63,257.05
2017-10-12,81.39,46.24,109.59,116.09,79.72,12.43,38.99,181.49,16.26,74.62,256.34,256.63
2017-10-11,80.86,46.26,109.46,115.87,79.74,12.43,38.74,181.41,16.25,74.71,256.71,256.34
2017-10-10,80.52,46.05,109.44,115.74,79.77,12.39,38.65,181.29,16.15,74.93,256.34,256.71
2017-10-09,80.41,45.6,109.43,115.53,79.73,12.35,38.2,180.73,16.02,74.75,255.68,256.34
2017-10-06,80.25,45.63,109.28,115.69,79.69,12.24,38.1,181.33,15.85,75.1,256.11,255.68
2017-10-05,80.54,45.86,109.44,115.98,79.74,12.19,38.36,181.43,15.69,75.23,256.38,256.11
2017-10-04,80.29,45.52,109.49,115.92,79.77,12.25,38.48,180.92,15.69,75.07,254.9,256.38
2017-10-03,79.78,45.53,109.52,115.83,79.72,12.22,38.62,180.98,15.71,75.4,254.57,254.9
2017-10-02,79.72,44.82,109.43,115.86,79.7,12.21,38.56,180.58,15.67,75.23,253.97,254.57
2017-09-29,79.88,44.81,109.59,116.42,79.82,12.31,38.73,178.9,15.74,74.22,252.93,253.97
2017-09-28,79.79,44.3,109.68,116.04,79.9,12.36,38.33,178.8,15.92,73.99,252.0,252.93
2017-09-27,79.2,44.33,109.67,115.8,79.86,12.33,38.27,178.42,15.83,73.79,251.73,252.0
